Id,Title,Artist,Genre
1160,Savage Love (Laxed - Siren Beat) (BTS Remix),방탄소년단,Pop
1161,All 4 Nothing (I'm So In Love),Lauv,Pop
1162,Love U Like That,Lauv,Pop
1163,Payphone (Feat. Wiz Khalifa),Maroon 5,Pop
1164,My Universe,방탄소년단,Pop
1165,Intrusive Thoughts,Natalie Jane,Pop
1166,"always, i'll care",Jeremy Zucker,Pop
1167,Ashes,Stellar,Pop
1168,In The Stars,Benson Boone,Pop
1169,7 rings,Ariana Grande,Pop
1170,Goodbye My Baby,Jace June,Pop
1171,Water,Tyla,Pop
1172,Flowers,Miley Cyrus,Pop
1173,Tango,Abir,Pop
1174,abcdefu,GAYLE,Pop
1175,Baby (Feat. Ludacris),Justin Bieber,Pop
1176,"thank u, next",Ariana Grande,Pop
1177,Speechless (Full) (From &quot;Aladdin&quot;/Soundtrack Version),Naomi Scott,Pop
1178,This Is Me,The Greatest Showman Ensemble,Pop
1179,Kiss Me More (Feat. SZA),Doja Cat,Pop
1180,Last Christmas,Ariana Grande,Pop
1181,That's What I Like,Bruno Mars,Pop
1182,Uptown Funk (Feat. Bruno Mars),Mark Ronson,Pop
1183,Watermelon Sugar,Harry Styles,Pop
1184,Bonfire,Peder Elias,Pop
1185,Chandelier,Sia,Pop
1186,Angel Baby,Troye Sivan,Pop
1187,Leave Before You Love Me,Jonas Brothers,Pop
1188,High,5 Seconds of Summer,Pop
1189,Thunder,Imagine Dragons,Pop
1190,drunk text,Henry Moodie,Pop
1191,Sunday Morning,Maroon 5,Pop
1192,Underneath The Tree,Kelly Clarkson,Pop
1193,Make It To Christmas,Alessia Cara,Pop
1194,Back In Love,Sam Ryder,Pop
1195,Let It Go,Idina Menzel,Pop
1196,Made You Look,Meghan Trainor,Pop
1197,TOO MUCH,Central Cee,Pop
1198,Text Me Merry Christmas (Feat. Kristen Bell),Straight No Chaser,Pop
1199,Christmas Without You,Ava Max,Pop
1200,Santa's Coming For Us,Sia,Pop
1201,"Santa, Can’t You Hear Me",Ariana Grande,Pop
1202,Like It's Christmas,Jonas Brothers,Pop
1203,Mistletoe,Justin Bieber,Pop
1204,"Oh Santa! (Feat. Ariana Grande, Jennifer Hudson)",Mariah Carey,Pop
1205,come out and play,Billie Eilish,Pop
1206,Candy Cane Lane,Sia,Pop
1207,White Christmas,Kelly Clarkson,Pop
1208,HERE (For Christmas),Lukas Graham,Pop
1209,Think of Christmas,Anne-Marie,Pop
1210,Merry Christmas,Elton John,Pop
1211,Christmas Tree Farm,Taylor Swift,Pop
1212,My Only Wish (This Year),Britney Spears,Pop
1213,Cozy Little Christmas,Katy Perry,Pop
1214,Christmas Eve,Kelly Clarkson,Pop
1215,All I Want For Christmas Is You (SuperFestive!),Mariah Carey,Pop
1216,25th,Tori Kelly,Pop
1217,Warm on a Christmas Night,HONNE,Pop
1218,All I Want For Christmas Is You,New Hope Club,Pop
1219,With You This Christmas,Why Don't We,Pop
1220,You Make It Feel Like Christmas (Feat. Blake Shelton),Gwen Stefani,Pop
1221,Count on Christmas,Bebe Rexha,Pop
1222,Loneliest Time Of Year,Mabel,Pop
1223,Christmas Lights,Coldplay,Pop
1224,Baby It's Cold Outside (with Michael Bublé),Michael Buble,Pop
1225,Kiss You This Christmas,Why Don't We,Pop
1226,My Kind Of Present,Meghan Trainor,Pop
1227,My Only Wish (feat. Christopher),Jubel,Pop
1228,Naughty List,Dixie,Pop
1229,I Want That,(여자)아이들,Pop
1230,Here With Me,d4vd,Pop
1231,vampire,Olivia Rodrigo,Pop
1232,Overdrive,Post Malone,Pop
1233,Rush,Troye Sivan,Pop
1234,Chemical,Post Malone,Pop
1235,Señorita,Camila Cabello,Pop
1236,Bad Boy,Christopher,Pop
1237,HandClap,Fitz &amp; The Tantrums,Pop
1238,Expectations,(여자)아이들,Pop
1239,Call Me Maybe,Carly Rae Jepsen,Pop
1240,Mad at Disney,salem ilese,Pop
1241,If We Ever Broke Up,Mae Stephens,Pop
1242,Eyes Closed,Ed Sheeran,Pop
1243,Dance The Night,Dua Lipa,Pop
1244,pick up the phone,Henry Moodie,Pop
1245,I'm Yours,Jason Mraz,Pop
1246,My Stupid Heart (Kids Version),Luminati Suns,Pop
1247,Barbie Dreams (feat. Kaliii),FIFTY FIFTY,Pop
1248,"Angel Pt. 2 (Feat. JVKE, Charlie Puth, Muni Long)",Fast &amp; Furious: The Fast Saga,Pop
1249,24K Magic,Bruno Mars,Pop
1250,Marvin Gaye (Feat. Meghan Trainor),Charlie Puth,Pop
1251,Lilith (Diablo IV Anthem),SUGA,Pop
1252,Loser,Charlie Puth,Pop
1253,Hold On Tight,aespa,Pop
1254,Know Me Too Well,Danna Paola,Pop
1255,Mourning,Post Malone,Pop
1256,Ring Pop,Jax,Pop
1257,cheap sunglasses,John K,Pop
1258,how deep?,Tai Verdes,Pop
1259,Paper Plane,Peder Elias,Pop
1260,Anti-Hero,Taylor Swift,Pop
1261,How Do I Say Goodbye,Dean Lewis,Pop
1262,sheluvme,Tai Verdes,Pop
1263,Shivers,Ed Sheeran,Pop
1264,I'm Not Here To Make Friends,Calvin Harris,Pop
1265,Talking To Myself (demo),Lauv,Pop
1266,World's Smallest Violin,AJR,Pop
1267,Before You,Benson Boone,Pop
1268,VICIOUS,Thomas Day,Pop
1269,Me Too,Meghan Trainor,Pop
1270,don't miss me,Claire Rosinkranz,Pop
1271,Photograph,Ed Sheeran,Rock_Overseas
1272,Circles,Post Malone,Rock_Overseas
1273,Viva La Vida,Coldplay,Rock_Overseas
1274,Thinking Out Loud,Ed Sheeran,Rock_Overseas
1275,Don't Look Back In Anger,Oasis,Rock_Overseas
1276,My Love Mine All Mine,Mitski,Rock_Overseas
1277,Lucky (Feat. Colbie Caillat),Jason Mraz,Rock_Overseas
1278,Legends Never Die,Against The Current,Rock_Overseas
1279,Dancing In The Moonlight,Toploader,Rock_Overseas
1280,Counting Stars,OneRepublic,Rock_Overseas
1281,The Last Of The Real Ones,Fall Out Boy,Rock_Overseas
1282,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,Rock_Overseas
1283,Lucky Strike,Maroon 5,Rock_Overseas
1284,I Love You So,The Walters,Rock_Overseas
1285,Creep,Radiohead,Rock_Overseas
1286,Everglow,Coldplay,Rock_Overseas
1287,Enemy (from the series Arcane League of Legends),League of Legends,Rock_Overseas
1288,The Great Escape,Boys Like Girls,Rock_Overseas
1289,We Are Young (feat. Janelle Monáe),Fun.,Rock_Overseas
1290,Maps,Maroon 5,Rock_Overseas
1291,Natural,Imagine Dragons,Rock_Overseas
1292,Beggin',Måneskin,Rock_Overseas
1293,Little Bit of Love,Tom Grennan,Rock_Overseas
1294,Bones,Imagine Dragons,Rock_Overseas
1295,Fix You,Coldplay,Rock_Overseas
1296,Youngblood,5 Seconds of Summer,Rock_Overseas
1297,Bohemian Rhapsody (2011 Remaster),Queen,Rock_Overseas
1298,When Will My Life Begin? (From &quot;Tangled&quot; / Soundtrack Version),Mandy Moore,Rock_Overseas
1299,How Long Will I Love You,Ellie Goulding,Rock_Overseas
1300,No Surprises,Radiohead,Rock_Overseas
1301,"RISE (Feat. The Glitch Mob, Mako &amp; The Word Alive)",League of Legends,Rock_Overseas
1302,Sk8er Boi,Avril Lavigne,Rock_Overseas
1303,Homage,Mild High Club,Rock_Overseas
1304,Animals,Maroon 5,Rock_Overseas
1305,Man on a Mission,Oh The Larceny,Rock_Overseas
1306,The Phoenix,Fall Out Boy,Rock_Overseas
1307,Basket Case,Green Day,Rock_Overseas
1308,Sweet Child O' Mine,Guns N' Roses,Rock_Overseas
1309,Champagne Supernova,Oasis,Rock_Overseas
1310,Wonderwall,Oasis,Rock_Overseas
1311,HEY CHILD,X Ambassadors,Rock_Overseas
1312,Gravity,John Mayer,Rock_Overseas
1313,Let It Be (Remastered 2009),The Beatles,Rock_Overseas
1314,K.,Cigarettes After Sex,Rock_Overseas
1315,Hotel California (2013 Remaster),Eagles,Rock_Overseas
1316,Bad Feeling (Oompa Loompa) (Explicit Ver.),Jagwar Twin,Rock_Overseas
1317,Smells Like Teen Spirit,Nirvana,Rock_Overseas
1318,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance),Maroon 5,Rock_Overseas
1319,Time-Bomb,All Time Low,Rock_Overseas
1320,Shut Up And Dance,Walk The Moon,Rock_Overseas
1321,Sleep Well,d4vd,Rock_Overseas
1322,Yellow,Coldplay,Rock_Overseas
1323,I Just Wanted You,Openside,Rock_Overseas
1324,Take Me To Church,Hozier,Rock_Overseas
1325,Take on Me,A-ha,Rock_Overseas
1326,The Scientist,Coldplay,Rock_Overseas
1327,Walking The Wire,Imagine Dragons,Rock_Overseas
1328,No One Else Like You,Adam Levine,Rock_Overseas
1329,Demons,Imagine Dragons,Rock_Overseas
1330,I Was Born To Love You,Queen,Rock_Overseas
1331,A Sky Full of Stars,Coldplay,Rock_Overseas
1332,It's My Life,Bon Jovi,Rock_Overseas
1333,What's Up?,4 Non Blondes,Rock_Overseas
1334,This Love,Maroon 5,Rock_Overseas
1335,Last Night On Earth,Green Day,Rock_Overseas
1336,One More Night,Maroon 5,Rock_Overseas
1337,Bad Liar,Imagine Dragons,Rock_Overseas
1338,Centuries,Fall Out Boy,Rock_Overseas
1339,Apocalypse,Cigarettes After Sex,Rock_Overseas
1340,Coffee,beabadoobee,Rock_Overseas
1341,Sweet,Cigarettes After Sex,Rock_Overseas
1342,Love Of My Life (Remastered 2011),Queen,Rock_Overseas
1343,Imagine (Remastered 2010),John Lennon,Rock_Overseas
1344,Legend,The Score,Rock_Overseas
1345,Good Time,Owl City,Rock_Overseas
1346,Tell Me If You Wanna Go Home,Keira Knightley,Rock_Overseas
1347,High and Dry,Radiohead,Rock_Overseas
1348,I Will (Remastered 2009),The Beatles,Rock_Overseas
1349,Back In Black,AC/DC,Rock_Overseas
1350,Somewhere,Hauskey,Rock_Overseas
1351,Zombie,The Cranberries,Rock_Overseas
1352,A Step You Can’t Take Back,Keira Knightley,Rock_Overseas
1353,Life Goes On,Oliver Tree,Rock_Overseas
1354,Wake Me up When September Ends,Green Day,Rock_Overseas
1355,Bad Day,Daniel Powter,Rock_Overseas
1356,You're Gonna Live Forever in Me,John Mayer,Rock_Overseas
1357,Radioactive,Imagine Dragons,Rock_Overseas
1358,Hey Jude (Remastered 2015),The Beatles,Rock_Overseas
1359,Time is Running Out,Muse,Rock_Overseas
1360,Immortals (From &quot;Big Hero 6&quot;/Soundtrack),Fall Out Boy,Rock_Overseas
1361,Stand By Me,Oasis,Rock_Overseas
1362,I Love You 3000,Stephanie Poetri,Rock_Overseas
1363,Phoenix,Chrissy Costanza,Rock_Overseas
1364,Don't Stop Me Now,Queen,Rock_Overseas
1365,Always,Bon Jovi,Rock_Overseas
1366,Christmas Saves The Year,twenty one pilots,Rock_Overseas
1367,Happy Christmas (War Is Over),Maroon 5,Rock_Overseas
1368,Christmas Every Day,Simple Plan,Rock_Overseas
1369,Wonderful Christmastime,Blossoms,Rock_Overseas
1370,Christmas Isn’t Christmas,Bon Jovi,Rock_Overseas
1371,"Warriors (Feat. 2WEI, Edda Hayes)",League of Legends,Rock_Overseas
1372,Merry Merry Christmas Everyone,Jon McLaughlin,Rock_Overseas
1373,Destination Freestyle (feat. King Vvibe),Crash Adams,Rock_Overseas
1374,Now And Then,The Beatles,Rock_Overseas
1375,Yesterday (Remastered 2009),The Beatles,Rock_Overseas
1376,She's Gone,Steelheart,Rock_Overseas
1377,The Man Who Can't Be Moved,The Script,Rock_Overseas
1378,Rich Love,Seeb,Rock_Overseas
1379,Fire on Up,Paper Kings,Rock_Overseas
1380,BOOM,X Ambassadors,Rock_Overseas
1381,Goodbye Yellow Brick Road (Remastered 2014),Elton John,Rock_Overseas
1382,Zombie (Remastered 2020),The Cranberries,Rock_Overseas
1383,Hymn for the Weekend,Coldplay,Rock_Overseas
1384,Creep (Acoustic),Radiohead,Rock_Overseas
1385,Be Around Me (feat. chloe moriondo),chloe moriondo,Rock_Overseas
1386,Come And Get Your Love,Redbone,Rock_Overseas
1387,Young And Beautiful,Lana Del Rey,Rock_Overseas
1388,Dancing in My Room,347aidan,Rock_Overseas
1389,When Can I See You Again? (From &quot;Wreck-It Ralph&quot;/Soundtrack Version),Owl City,Rock_Overseas
1390,Popular Song (Feat. Ariana Grande),MIKA,Rock_Overseas
1391,She Will Be Loved,Maroon 5,Rock_Overseas
1392,Stronger,The Score,Rock_Overseas
1393,Here's To Never Growing Up,Avril Lavigne,Rock_Overseas
1394,In the Meantime,Spacehog,Rock_Overseas
1395,How Does It Feel,Tom Grennan,Rock_Overseas
1396,Better Together,Jack Johnson,Rock_Overseas
1397,Come and Get Your Love (Re-Recorded) [From &quot;Guardians of the Galaxy&quot;],Redbone,Rock_Overseas
1398,You're Beautiful,James Blunt,Rock_Overseas
1399,Since You Been Gone,Rainbow,Rock_Overseas
1400,Mr. Blue Sky,Electric Light Orchestra,Rock_Overseas
1401,Living My Best Life,Paper Kings,Rock_Overseas
1402,Happy Face,Jagwar Twin,Rock_Overseas
1403,Can't Help Falling in Love (Bonus Track),G-DRAGON,Rock_Overseas
1404,Exit,L'Imperatrice,Rock_Overseas
1405,The Drum,Alan Walker,Electronika
1406,Closer (Feat. Halsey),The Chainsmokers,Electronika
1407,Faded,Alan Walker,Electronika
1408,On My Way (배틀그라운드 모바일 배경음악),Farruko,Electronika
1409,The Nights,Avicii,Electronika
1410,"All Falls Down (Feat. Noah Cyrus, Digital Farm Animals)",Alan Walker,Electronika
1411,Day 1 ◑,HONNE,Electronika
1412,Something Just Like This,Coldplay,Electronika
1413,Alone,Alan Walker,Electronika
1414,Stay,Alessia Cara,Electronika
1415,"Feels (Feat. Pharrell Williams, Katy Perry, Big Sean)",Calvin Harris,Electronika
1416,The Ocean (Feat. Shy Martin) (Radio Edit.),Mike Perry,Electronika
1417,Waiting For Love,Avicii,Electronika
1418,Malibu Nights,LANY,Electronika
1419,Symphony (Feat. Zara Larsson),Clean Bandit,Electronika
1420,Toca Toca (Radio Edit),Fly Project,Electronika
1421,The Spectre,Alan Walker,Electronika
1422,Hate You + Love You (Feat. AJ Mitchell),Cheat Codes,Electronika
1423,Everything Black,Mike Taylor,Electronika
1424,How to Love (feat. Sofia Reyes),Cash Cash,Electronika
1425,"Hey Mama (Feat. Nicki Minaj, Bebe Rexha &amp; Afrojack)",David Guetta,Electronika
1426,Paris,The Chainsmokers,Electronika
1427,Warm On A Cold Night,HONNE,Electronika
1428,The Middle,Maren Morris,Electronika
1429,Let Me Love You (Feat. Justin Bieber),DJ Snake,Electronika
1430,ily (i love you baby) (Feat. Emilee),Surf Mesa,Electronika
1431,This Is What You Came For,Rihanna,Electronika
1432,Samsara (Feat. Emila),Tungevaag &amp; Raaban,Electronika
1433,Dancin (Feat. Luvli) (Krono Remix),Aaron Smith,Electronika
1434,Rise (Feat. Jack &amp; Jack),Jonas Blue,Electronika
1435,Who I Am,Peder Elias,Electronika
1436,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],숀 (SHAUN),Electronika
1437,Narco,Timmy Trumpet,Electronika
1438,Titanium (Feat. Sia),David Guetta,Electronika
1439,Wake Me Up (Radio Edit),Avicii,Electronika
1440,Love Is Gone (feat. Dylan Matthew),Slander,Electronika
1441,Whatever,Ava Max,Electronika
1442,Bad (Feat. Vassy) (Radio Edit),Showtek,Electronika
1443,Rather Be (Feat. Jess Glynne),Clean Bandit,Electronika
1444,Believers,Conor Maynard,Electronika
1445,You,Tate McRae,Electronika
1446,Be Kind,Halsey,Electronika
1447,13,LANY,Electronika
1448,Lily,Emelie Hollow,Electronika
1449,Who Do You Love,5 Seconds of Summer,Electronika
1450,Get Lucky (feat. Pharrell Williams and Nile Rodgers),Nile Rodgers,Electronika
1451,Way Back Home (feat. Conor Maynard) [Sam Feldt Festival Mix],숀 (SHAUN),Electronika
1452,BOOM (Feat. Gucci Mane),Sevenn,Electronika
1453,One Kiss,Dua Lipa,Electronika
1454,Lovesick,Sophie Simmons,Electronika
1455,Cold Water (Feat. Justin Bieber &amp; MØ),Major Lazer,Electronika
1456,Jiggle Jiggle,Louis Theroux,Electronika
1457,Cradles,Sub Urban,Electronika
1458,walk but in a garden,mxmtoon,Electronika
1459,Summer Days (feat. Macklemore &amp; Patrick Stump of Fall Out Boy) (시몬스 침대 광고 삽입곡),Martin Garrix,Electronika
1460,"Slide (Feat. Frank Ocean, Migos)",Calvin Harris,Electronika
1461,Darkside (Feat. Tomine Harket &amp; Au/Ra),Alan Walker,Electronika
1462,Mama (Feat. William Singe),Jonas Blue,Electronika
1463,There For You,Troye Sivan,Electronika
1464,Hymn For The Weekend (Seeb Remix),Coldplay,Electronika
1465,2 Phút Hơn (KAIZ Remix),Phao,Electronika
1466,Don't Let Me Down (Feat. Daya),The Chainsmokers,Electronika
1467,Friendships (Lost My Love) (Feat. Leony),Pascal Letoublon,Electronika
1468,Don't Touch,Dan Farber,Electronika
1469,Tie Me Down,Elley Duhé,Electronika
1470,Beautiful Now (Feat. Jon Bellion),Zedd,Electronika
1471,Rockabye (Feat. Sean Paul &amp; Anne-Marie),Clean Bandit,Electronika
1472,Symphony (Feat. Zara Larsson) (Charming Horses Remix),Clean Bandit,Electronika
1473,Feels So Good ◑,HONNE,Electronika
1474,New Thang,Redfoo,Electronika
1475,iPad,The Chainsmokers,Electronika
1476,ILYSB,LANY,Electronika
1477,On My Way,Farruko,Electronika
1478,Paycheck,New Hope Club,Electronika
1479,Lullaby (LG Q7 광고 삽입곡),Paloma Faith,Electronika
1480,3am,HONNE,Electronika
1481,You for Me,Rita Ora,Electronika
1482,Light It Up (Feat. Jex),Tobimorrow,Electronika
1483,Hero (Feat. Christina Perri),Cash Cash,Electronika
1484,Bangarang (Feat. Sirah),Skrillex,Electronika
1485,WTF (feat. Amber Van Day),Hugel,Electronika
1486,Sing Me To Sleep,Alan Walker,Electronika
1487,Solo (Feat. Demi Lovato),Clean Bandit,Electronika
1488,"Instruction (Feat. Demi Lovato, Stefflon Don)",Jax Jones,Electronika
1489,Satisfied (Feat. MAX),Galantis,Electronika
1490,Young Gods (전지현 '헤라' 광고 삽입곡),Total Ape,Electronika
1491,Younger,HRVY,Electronika
1492,AM:PM,Maia Wright,Electronika
1493,Man On The Moon,Benjamin Ingrosso,Electronika
1494,Hero,Sasha Alex Sloan,Electronika
1495,Lie To Me,Sylow,Electronika
1496,Turn Down for What,Lil Jon,Electronika
1497,You Know What I Need,Troye Sivan,Electronika
1498,Sex Apeal (Max Farenthide Radio Edit) (Feat. Mike W.),Bueno Clinic,Electronika
1499,The Bad Touch (Gordon &amp; Doyle Edit),Empyre One,Electronika
1500,Ylang Ylang,((( O ))),Electronika
1501,Play Hard (Feat. Ne-Yo &amp; Akon) (New Edit),David Guetta,Electronika
1502,Heroes Tonight (Feat. Johnning),Janji,Electronika
1503,Bomba (Klass Club Mix) (영화 '검사외전 강동원 댄스' 삽입곡),Jessy Matador,Electronika
1504,Jingle Bell Rock (Single Version),Bobby Helms,Electronika
1505,Don’t Wake Me Up,Why Don't We,Electronika
1506,Summer In New York,Sofi Tukker,Electronika
1507,Care Less,Peder Elias,Electronika
1508,Lonely Together (Feat. Rita Ora),Avicii,Electronika
1509,Leyla,Mesto,Electronika
1510,Feliz Navidad (펠리스 나비다) (I Wanna Wish You A Merry Christmas),Magdaleine,Electronika
1511,Christmas Time (Feat. Jeremy Oceans),Brennan Heart,Electronika
1512,24,Sundial,Electronika
1513,Pink Skies,LANY,Electronika
1514,Ignite (2016 League Of Legends World Championship),Zedd,Electronika
1515,3:00 AM,Finding Hope,Electronika
1516,Narco (Extended Mix),Timmy Trumpet,Electronika
1517,Happy Now,Elley Duhé,Electronika
1518,Taped up Pieces,Ez Quew,Electronika
1519,Young,The Chainsmokers,Electronika
1520,"Better Off (Alone, Pt. III)",Vikkstar,Electronika
1521,Cotton Candy Clouds,Trevor Dering,Electronika
1522,Dessert,Dawin,Electronika
1523,Without You,Sandro Cavazza,Electronika
1524,Somebody Like U,Au/Ra,Electronika
1525,This Girl (Kungs Vs. Cookin' On 3 Burners),Cookin' On 3 Burners,Electronika
1526,Rush,Hyunjin,Electronika
1527,Heaven,Katelyn Tarver,Electronika
1528,Why Do I? (Feat. Bri Tolani),Unknown Brain,Electronika
1529,"Taki Taki (Feat. Selena Gomez, Ozuna, Cardi B)",DJ Snake,Electronika
1530,Desire,Sam Smith,Electronika
1531,Polaroid,Lennon Stella,Electronika
1532,Just Got Paid (Feat. French Montana),Meghan Trainor,Electronika
1533,Runaway With It,HRVY,Electronika
1534,Love You More,Mount Cashmore,Electronika
1535,Only A Fool,Pink Sweat$,Electronika
1536,Crazy Love (Feat. Deb’s Daughter),Audien,Electronika
1537,It Ain't Me,Selena Gomez,Electronika
1538,Run Free (feat. IVIE),Deep Chills,Electronika
1539,All You Need Is Love,Nico Santos,Electronika
1540,Baby Don't Hurt Me (feat. Coi Leray),Anne-Marie,Electronika
1541,Came Here For Love,Ella Eyre,Electronika
1542,That's What I Like (feat. LKY Young),Charming Horses,Electronika
1543,Ritual,Alan Walker,Electronika
1544,Funny,Jasmine Thompson,Electronika
1545,Run It,Annika Wells,Electronika
1546,Shut Up,UPSAHL,Electronika
1547,Silent Disco (feat. Matt Elle),Summer Vibes,Electronika
1548,Born To Be Yours,Imagine Dragons,Electronika
1549,High,The Chainsmokers,Electronika
1550,Love Line,Tinashe,Electronika
1551,Cassette,ayokay,Electronika
1552,Perfect Melody,Julian Perretta,Electronika
1553,I Love U,The Chainsmokers,Electronika
1554,Takeaway (feat. Lennon Stella),ILLENIUM,Electronika
1555,2 U (Feat. Anthony Pavel),Pink Slip,Electronika
1556,Lost In The Night,Aurya,Electronika
1557,2U (Feat. Justin Bieber),David Guetta,Electronika
1558,Time Bomb,The Chainsmokers,Electronika
1559,like you,Jean Tonique,Electronika
1560,Back To You,iamnotshane,Electronika
1561,Make You Mine,SAINT WKND,Electronika
1562,Good Together,HONNE,Electronika
1563,Look Where We Are,강다니엘,Electronika
1564,"Bad Boy (with Wiz Khalifa, bbno$, MAX)",Yung Bae,Electronika
1565,See You Again,Wiz Khalifa,Hiphop_Overseas
1566,Paint The Town Red,Doja Cat,Hiphop_Overseas
1567,"Surround Sound (Feat. 21 Savage, Baby Tate)",J.I.D,Hiphop_Overseas
1568,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,Hiphop_Overseas
1569,Sunflower (Spider-Man: Into the Spider-Verse),Swae Lee,Hiphop_Overseas
1570,Mood (Feat. Iann Dior),24KGoldn,Hiphop_Overseas
1571,Him &amp; I,Halsey,Hiphop_Overseas
1572,INDUSTRY BABY,Jack Harlow,Hiphop_Overseas
1573,"I'll Be Missing You (feat. Faith Evans, 112)",P. Diddy,Hiphop_Overseas
1574,Agora Hills,Doja Cat,Hiphop_Overseas
1575,I Like You (A Happier Song) (Feat. Doja Cat),Post Malone,Hiphop_Overseas
1576,"I'm the One (Feat. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne)",DJ Khaled,Hiphop_Overseas
1577,BILLIE EILISH.,Armani White,Hiphop_Overseas
1578,Step Back!,SXMPRA,Hiphop_Overseas
1579,Doja,Central Cee,Hiphop_Overseas
1580,"Young, Wild &amp; Free (Feat. Bruno Mars)",Wiz Khalifa,Hiphop_Overseas
1581,Empire State Of Mind (Feat. Alicia Keys),JAY-Z,Hiphop_Overseas
1582,What It Is (Block Boy) (Feat. Kodak Black),Doechii,Hiphop_Overseas
1583,Lovin On Me,Jack Harlow,Hiphop_Overseas
1584,death bed (feat. beabadoobee),Powfu,Hiphop_Overseas
1585,Goodbyes (Feat. Young Thug),Post Malone,Hiphop_Overseas
1586,"Angel Pt. 1 (Feat. Kodak Black, NLE Choppa, JVKE, Muni Long)",지민,Hiphop_Overseas
1587,Boss Bitch,Doja Cat,Hiphop_Overseas
1588,Better Now,Post Malone,Hiphop_Overseas
1589,Dilemma (Feat. Kelly Rowland),Nelly,Hiphop_Overseas
1590,Lot To Learn,Luke Christopher,Hiphop_Overseas
1591,Players,Coi Leray,Hiphop_Overseas
1592,Lose Yourself,Eminem,Hiphop_Overseas
1593,Wop (Official Version),J-DASH,Hiphop_Overseas
1594,Nothin' On You (Feat. Bruno Mars),B.o.B,Hiphop_Overseas
1595,The Search,NF,Hiphop_Overseas
1596,Without Me,Eminem,Hiphop_Overseas
1597,Manila,Young Cocoa,Hiphop_Overseas
1598,ROXANNE,Arizona Zervas,Hiphop_Overseas
1599,Old Town Road,Lil Nas X,Hiphop_Overseas
1600,Godzilla (Feat. Juice WRLD),Eminem,Hiphop_Overseas
1601,Still D.R.E. (Feat. Snoop Dogg),Dr. Dre,Hiphop_Overseas
1602,J CHRIST,Lil Nas X,Hiphop_Overseas
1603,Chosen (Feat. Ty Dolla $ign &amp; Tyga),Blxst,Hiphop_Overseas
1604,The Next Episode (Feat. Snoop Dogg),Dr. Dre,Hiphop_Overseas
1605,Love The Way You Lie (Feat. Rihanna),Eminem,Hiphop_Overseas
1606,Psycho (Feat. Ty Dolla $ign),Post Malone,Hiphop_Overseas
1607,Congratulations (Feat. Quavo),Post Malone,Hiphop_Overseas
1608,What You Know Bout Love,Pop Smoke,Hiphop_Overseas
1609,Rolex,Ayo &amp; Teo,Hiphop_Overseas
1610,GOATED.,Denzel Curry,Hiphop_Overseas
1611,FE!N (Feat. Playboi Carti),Travis Scott,Hiphop_Overseas
1612,Mood (Remix),iann dior,Hiphop_Overseas
1613,Creepin',The Weeknd,Hiphop_Overseas
1614,redrum,21 Savage,Hiphop_Overseas
1615,Wrapped Around Your Finger,Post Malone,Hiphop_Overseas
1616,Go Crazy,Young Thug,Hiphop_Overseas
1617,Whistle,Flo Rida,Hiphop_Overseas
1618,rockstar (Feat. 21 Savage),Post Malone,Hiphop_Overseas
1619,God's Plan,Drake,Hiphop_Overseas
1620,"Psycho, Pt. 2",Russ,Hiphop_Overseas
1621,Best Friend (feat. Doja Cat),Saweetie,Hiphop_Overseas
1622,"No Brainer (Feat. Justin Bieber, Chance the Rapper, Quavo)",DJ Khaled,Hiphop_Overseas
1623,SICKO MODE,Travis Scott,Hiphop_Overseas
1624,WAP (feat. Megan Thee Stallion),Cardi B,Hiphop_Overseas
1625,Stan (Feat. Dido),Eminem,Hiphop_Overseas
1626,HUMBLE.,Kendrick Lamar,Hiphop_Overseas
1627,Mask Off,Future,Hiphop_Overseas
1628,Cooped Up (Feat. Roddy Ricch),Post Malone,Hiphop_Overseas
1629,20 Min,Lil Uzi Vert,Hiphop_Overseas
1630,ROCKSTAR (Feat. Roddy Ricch),DaBaby,Hiphop_Overseas
1631,Sprinter,Central Cee,Hiphop_Overseas
1632,Rumors,Jake Miller,Hiphop_Overseas
1633,16 Shots,Stefflon Don,Hiphop_Overseas
1634,The Box,Roddy Ricch,Hiphop_Overseas
1635,Freaky Deaky,Doja Cat,Hiphop_Overseas
1636,Jimmy Cooks (Feat. 21 Savage),Drake,Hiphop_Overseas
1637,For A Minute,WizTheMc,Hiphop_Overseas
1638,Where Is The Love?,Black Eyed Peas,Hiphop_Overseas
1639,The Monster (Feat. Rihanna),Eminem,Hiphop_Overseas
1640,CARNIVAL (Explicit Ver.),Playboi Carti,Hiphop_Overseas
1641,Pray For Me,The Weeknd,Hiphop_Overseas
1642,Wow.,Post Malone,Hiphop_Overseas
1643,LOVE. (Feat. Zacari),Kendrick Lamar,Hiphop_Overseas
1644,GDFR (feat. Sage the Gemini &amp; Lookas),Flo Rida,Hiphop_Overseas
1645,goosebumps (Feat. Kendrick Lamar),Travis Scott,Hiphop_Overseas
1646,Bad and Boujee (Feat. Lil Uzi Vert),Migos,Hiphop_Overseas
1647,Taste,Tyga,Hiphop_Overseas
